,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
537,male,group C,some high school,standard,none,82,79,73,single,sometimes,yes,1,school_bus,> 10
538,female,group C,some college,standard,none,78,94,93,divorced,regularly,no,5,school_bus,05-Oct
539,female,group B,associate's degree,standard,completed,67,77,83,divorced,sometimes,yes,1,school_bus,05-Oct
540,female,group A,associate's degree,standard,none,70,73,71,,sometimes,yes,1,,05-Oct
541,female,group B,some college,standard,completed,72,82,80,single,regularly,no,2,school_bus,< 5
542,female,group C,bachelor's degree,free/reduced,completed,60,79,76,divorced,regularly,yes,4,private,05-Oct
543,female,group D,some high school,standard,none,65,65,66,divorced,regularly,yes,3,private,05-Oct
544,female,group C,associate's degree,standard,none,63,68,64,divorced,sometimes,no,1,private,05-Oct
545,male,group B,some high school,standard,none,70,69,68,married,never,yes,3,private,< 5
546,female,group D,associate's degree,free/reduced,completed,75,95,94,married,never,no,3,school_bus,05-Oct
547,male,group B,associate's degree,free/reduced,completed,65,62,68,divorced,never,yes,1,school_bus,< 5
548,male,group B,master's degree,free/reduced,none,63,60,62,divorced,sometimes,no,1,school_bus,< 5
549,male,group B,some college,standard,completed,65,64,69,single,sometimes,yes,2,school_bus,> 10
550,female,group B,high school,standard,none,58,74,74,married,sometimes,yes,2,school_bus,< 5
551,female,group E,some high school,standard,none,58,57,58,,regularly,yes,0,private,05-Oct
552,male,group D,some college,free/reduced,completed,61,59,63,single,regularly,yes,3,private,05-Oct
553,female,group B,some high school,free/reduced,completed,53,59,61,single,sometimes,no,1,school_bus,< 5
554,male,group C,some college,standard,completed,64,64,68,married,regularly,yes,0,school_bus,05-Oct
555,female,group E,associate's degree,standard,none,37,56,52,married,sometimes,no,1,school_bus,> 10
556,male,group D,some college,standard,none,79,73,73,divorced,sometimes,no,2,,05-Oct
557,male,group C,bachelor's degree,standard,none,73,69,64,single,sometimes,yes,3,private,< 5
558,female,group D,some high school,free/reduced,none,32,48,48,single,sometimes,yes,2,school_bus,05-Oct
559,male,group C,some high school,free/reduced,none,35,41,32,divorced,regularly,yes,0,school_bus,> 10
560,female,group C,some high school,free/reduced,none,45,51,45,single,regularly,no,1,,< 5
561,female,group A,some college,free/reduced,none,63,74,72,single,sometimes,no,3,,05-Oct
562,male,group D,some college,standard,none,85,74,79,married,sometimes,yes,1,private,< 5
563,male,group B,associate's degree,free/reduced,none,78,78,75,widowed,sometimes,no,1,private,05-Oct
564,male,group D,some college,standard,none,85,68,69,married,regularly,yes,2,school_bus,> 10
565,female,group B,bachelor's degree,standard,none,75,88,81,,sometimes,yes,,private,> 10
566,female,group C,some high school,standard,none,68,81,75,married,sometimes,yes,1,private,
567,female,group C,some college,standard,none,69,74,75,single,regularly,no,3,private,05-Oct
568,female,group D,some high school,free/reduced,none,68,81,80,single,sometimes,yes,4,private,< 5
569,female,group A,some college,standard,completed,63,76,72,single,never,no,1,private,> 10
570,female,group D,some college,free/reduced,none,44,64,64,single,regularly,yes,1,school_bus,< 5
571,female,group B,high school,standard,completed,60,74,70,single,regularly,yes,1,school_bus,05-Oct
572,male,group C,some college,standard,none,60,56,55,married,never,no,2,school_bus,05-Oct
573,male,group B,high school,standard,completed,66,55,55,single,sometimes,yes,1,school_bus,> 10
574,female,group B,some high school,free/reduced,none,71,75,73,married,never,yes,3,school_bus,05-Oct
575,male,group C,some high school,free/reduced,none,65,60,56,married,regularly,yes,2,school_bus,05-Oct
576,male,group E,high school,standard,completed,64,50,47,married,sometimes,no,1,private,< 5
577,female,group C,high school,standard,completed,78,78,76,married,sometimes,no,2,school_bus,< 5
578,male,group C,master's degree,free/reduced,none,65,65,55,single,sometimes,yes,3,,05-Oct
579,female,group C,some college,standard,none,58,71,62,single,sometimes,no,2,school_bus,< 5
580,female,group A,associate's degree,standard,completed,65,81,79,single,regularly,yes,7,,05-Oct
581,male,group B,some high school,standard,completed,83,81,80,widowed,sometimes,yes,2,school_bus,> 10
582,female,group E,high school,standard,none,89,91,90,married,sometimes,yes,3,private,05-Oct
583,female,group E,some high school,standard,completed,54,55,53,married,sometimes,no,2,school_bus,05-Oct
584,male,group D,associate's degree,free/reduced,completed,83,89,91,single,sometimes,yes,3,private,< 5
585,female,group D,some college,standard,none,59,68,66,married,,yes,3,school_bus,05-Oct
586,male,group D,associate's degree,standard,none,60,58,58,single,sometimes,no,3,,05-Oct
587,male,group B,master's degree,free/reduced,none,58,54,54,married,sometimes,no,2,school_bus,05-Oct
588,female,group B,associate's degree,free/reduced,none,43,56,49,single,sometimes,yes,2,private,05-Oct
589,male,group C,some high school,standard,none,71,65,63,married,never,no,1,private,
590,female,group B,master's degree,free/reduced,none,66,79,80,single,sometimes,yes,,private,> 10
591,male,group C,some high school,standard,completed,71,65,63,married,regularly,no,3,private,
592,female,group C,bachelor's degree,standard,none,59,70,63,single,sometimes,yes,3,school_bus,05-Oct
593,female,group C,some college,free/reduced,completed,38,47,49,married,regularly,yes,0,school_bus,05-Oct
594,male,group C,bachelor's degree,standard,none,60,69,65,divorced,regularly,yes,1,private,> 10
595,male,group B,associate's degree,free/reduced,none,55,51,49,married,sometimes,no,2,private,< 5
596,female,group C,high school,free/reduced,completed,49,58,55,married,never,yes,1,school_bus,< 5
597,male,group E,some high school,standard,completed,83,82,79,divorced,regularly,yes,1,private,
598,female,group A,some high school,free/reduced,completed,51,63,65,single,never,,0,school_bus,05-Oct
599,male,group D,associate's degree,free/reduced,none,52,47,44,married,sometimes,yes,2,private,< 5
600,male,group B,some high school,free/reduced,none,65,58,56,married,never,no,1,school_bus,05-Oct
601,male,group B,some high school,standard,none,52,54,48,divorced,regularly,yes,0,private,> 10
602,female,group A,some college,standard,none,46,62,55,married,regularly,yes,2,school_bus,05-Oct
603,male,group A,some high school,standard,none,32,25,24,married,regularly,yes,1,private,> 10
604,female,group C,associate's degree,standard,none,74,82,78,married,regularly,yes,2,school_bus,> 10
605,female,group A,high school,standard,completed,89,97,98,married,,no,3,school_bus,05-Oct
606,female,group D,some college,standard,none,62,73,71,married,,no,1,school_bus,> 10
607,female,group D,bachelor's degree,standard,completed,76,92,100,married,sometimes,yes,2,school_bus,05-Oct
608,male,group D,high school,standard,none,95,88,82,single,regularly,yes,1,school_bus,< 5
609,female,group C,associate's degree,standard,none,64,67,75,married,sometimes,no,3,private,05-Oct
610,female,group D,some high school,free/reduced,none,78,82,83,single,never,no,1,school_bus,< 5
611,male,group D,some high school,standard,none,71,54,60,married,regularly,no,1,school_bus,> 10
612,male,group C,bachelor's degree,standard,none,84,79,74,married,never,yes,1,private,< 5
613,female,group A,some college,standard,completed,62,81,78,divorced,sometimes,yes,3,school_bus,05-Oct
614,male,group B,bachelor's degree,standard,none,93,81,86,married,sometimes,yes,3,private,05-Oct
615,male,group D,high school,standard,none,74,73,67,divorced,sometimes,yes,1,private,
616,female,group A,high school,free/reduced,completed,57,75,78,married,regularly,no,2,private,> 10
617,male,group D,some college,standard,completed,57,61,68,single,sometimes,yes,0,private,05-Oct
618,female,group B,master's degree,standard,completed,46,61,62,single,regularly,no,3,school_bus,< 5
619,female,group C,master's degree,standard,none,78,91,82,married,regularly,no,3,private,> 10
620,male,group C,high school,free/reduced,completed,45,45,43,married,sometimes,no,1,private,> 10
621,female,group D,some high school,standard,none,48,61,60,married,regularly,no,2,school_bus,05-Oct
622,male,group C,associate's degree,standard,completed,60,55,55,married,sometimes,yes,6,,< 5
623,female,group D,bachelor's degree,free/reduced,none,53,63,73,single,regularly,yes,2,school_bus,05-Oct
624,female,group A,some college,standard,none,82,83,86,single,sometimes,yes,4,,05-Oct
625,male,group A,some college,standard,completed,71,75,75,married,regularly,yes,1,private,05-Oct
626,male,group C,some high school,free/reduced,none,78,75,73,married,sometimes,no,1,,
627,male,group C,high school,standard,none,57,62,49,single,never,no,4,school_bus,05-Oct
628,male,group E,some high school,standard,none,69,59,60,divorced,regularly,yes,1,,> 10
629,female,group C,some college,free/reduced,none,79,83,85,divorced,regularly,yes,2,private,> 10
630,male,group B,some high school,standard,none,63,57,55,divorced,sometimes,no,1,school_bus,05-Oct
631,male,group D,some high school,free/reduced,none,38,47,38,divorced,sometimes,yes,1,school_bus,05-Oct
632,male,group D,associate's degree,free/reduced,none,67,75,63,divorced,regularly,,3,school_bus,05-Oct
633,male,group C,bachelor's degree,standard,none,98,93,86,married,regularly,yes,0,school_bus,< 5
634,female,group D,some high school,standard,none,76,79,88,married,sometimes,yes,,private,< 5
635,male,group B,bachelor's degree,standard,completed,67,68,65,married,sometimes,,1,,< 5
636,male,group D,associate's degree,standard,completed,88,83,88,married,sometimes,yes,2,school_bus,05-Oct
637,female,group C,bachelor's degree,standard,none,54,59,53,single,sometimes,no,2,private,05-Oct
638,female,group A,some college,free/reduced,none,45,57,54,married,regularly,yes,4,,< 5
639,male,group C,some college,standard,none,81,73,74,married,sometimes,yes,2,school_bus,05-Oct
640,male,group A,high school,standard,none,66,67,61,married,regularly,no,3,school_bus,> 10
641,female,group C,master's degree,free/reduced,none,73,80,84,married,sometimes,yes,4,school_bus,< 5
642,female,group C,some high school,free/reduced,none,45,63,52,single,sometimes,yes,4,private,< 5
643,male,group C,bachelor's degree,standard,none,68,70,65,single,sometimes,no,4,school_bus,< 5
644,male,group B,associate's degree,standard,none,81,77,72,married,regularly,no,2,school_bus,> 10
645,female,group A,bachelor's degree,free/reduced,completed,86,88,91,divorced,sometimes,yes,0,private,> 10
646,male,group D,bachelor's degree,free/reduced,completed,73,63,70,married,sometimes,no,2,private,05-Oct
647,male,group D,bachelor's degree,standard,completed,100,100,98,married,sometimes,no,3,private,05-Oct
648,female,group D,some high school,free/reduced,completed,53,67,74,married,sometimes,no,5,private,05-Oct
649,female,group B,bachelor's degree,standard,none,69,75,74,divorced,regularly,yes,0,school_bus,05-Oct
650,male,group C,some college,standard,none,70,70,67,married,sometimes,yes,,,05-Oct
651,male,group C,bachelor's degree,standard,completed,99,100,100,single,never,yes,0,,05-Oct
652,male,group D,some college,standard,none,81,67,66,married,regularly,yes,1,,05-Oct
653,male,group B,high school,standard,none,51,55,47,married,sometimes,yes,3,school_bus,05-Oct
654,male,group C,bachelor's degree,standard,completed,77,75,75,single,sometimes,yes,2,school_bus,05-Oct
655,male,group D,some high school,standard,none,72,75,72,divorced,sometimes,no,,private,< 5
656,male,group B,some high school,standard,none,60,49,47,single,sometimes,yes,2,,05-Oct
657,male,group D,some college,standard,none,80,70,72,married,never,yes,2,private,05-Oct
658,male,group C,some college,free/reduced,completed,75,72,72,married,sometimes,yes,0,school_bus,< 5
659,female,group C,high school,standard,none,66,71,68,married,regularly,yes,7,,> 10
660,male,group C,high school,standard,none,45,48,45,single,sometimes,yes,1,private,05-Oct
661,female,group C,master's degree,standard,none,55,61,65,married,sometimes,yes,2,school_bus,05-Oct
662,male,group E,some college,standard,completed,80,67,69,single,regularly,yes,2,private,05-Oct
663,female,group D,associate's degree,standard,none,72,71,81,divorced,regularly,yes,2,private,< 5
664,female,group D,high school,standard,none,75,81,80,married,regularly,no,1,school_bus,> 10
665,male,group D,some high school,free/reduced,none,47,48,49,married,regularly,yes,2,school_bus,05-Oct
666,male,group D,some college,standard,none,71,60,64,divorced,regularly,no,2,school_bus,05-Oct
667,male,group B,some college,standard,none,85,73,79,single,never,yes,3,school_bus,05-Oct
668,male,group C,some college,free/reduced,none,66,72,65,single,sometimes,yes,5,school_bus,05-Oct
669,female,group A,associate's degree,free/reduced,none,58,63,64,married,sometimes,yes,3,private,05-Oct
670,male,group C,some college,free/reduced,none,58,51,51,married,regularly,yes,1,private,< 5
671,female,group B,associate's degree,free/reduced,none,50,60,61,single,never,yes,4,,> 10
672,male,group E,associate's degree,standard,completed,100,95,98,single,never,yes,2,school_bus,05-Oct
673,female,group D,bachelor's degree,free/reduced,none,56,75,71,married,regularly,no,5,private,05-Oct
674,female,group B,some high school,free/reduced,completed,63,80,76,widowed,sometimes,no,1,school_bus,05-Oct
675,female,group A,high school,free/reduced,none,50,65,57,married,regularly,no,3,school_bus,< 5
676,male,group C,bachelor's degree,standard,completed,72,75,76,,regularly,yes,1,private,05-Oct
677,male,group D,associate's degree,standard,completed,81,78,75,divorced,sometimes,yes,1,,> 10
678,male,group C,some college,free/reduced,completed,69,66,65,single,regularly,yes,1,school_bus,> 10
679,male,group B,associate's degree,free/reduced,none,71,79,77,married,never,no,7,,
680,male,group C,master's degree,standard,none,69,64,60,,sometimes,no,1,private,> 10
681,male,group B,associate's degree,standard,completed,37,45,45,single,regularly,no,2,school_bus,05-Oct
682,male,group E,high school,standard,none,95,76,67,married,regularly,yes,0,school_bus,05-Oct
683,male,group C,high school,standard,none,81,77,70,married,sometimes,no,5,private,05-Oct
684,male,group B,bachelor's degree,standard,none,93,88,81,divorced,sometimes,yes,3,private,< 5
685,female,group E,some high school,free/reduced,none,70,83,83,married,sometimes,yes,0,private,05-Oct
686,female,group C,high school,standard,none,65,77,77,married,sometimes,no,4,school_bus,< 5
687,female,group A,high school,free/reduced,none,40,59,50,married,regularly,no,4,,< 5
688,female,group C,some high school,standard,completed,72,75,83,single,sometimes,yes,2,school_bus,05-Oct
689,female,group B,associate's degree,standard,none,62,63,62,divorced,sometimes,no,2,private,05-Oct
691,female,group B,some college,standard,none,50,53,51,divorced,sometimes,yes,0,private,05-Oct
692,male,group E,associate's degree,standard,completed,78,61,66,,never,yes,4,school_bus,< 5
693,female,group B,associate's degree,standard,none,78,83,80,single,sometimes,no,3,school_bus,05-Oct
694,male,group B,high school,standard,none,70,56,60,single,regularly,yes,3,school_bus,< 5
695,female,group B,master's degree,free/reduced,completed,82,90,95,married,sometimes,yes,1,,> 10
696,female,group B,high school,free/reduced,none,53,68,60,married,never,yes,0,private,< 5
697,male,group E,some high school,standard,completed,89,82,84,married,regularly,,3,private,> 10
698,female,group C,bachelor's degree,free/reduced,none,32,50,54,single,sometimes,yes,3,private,05-Oct
699,female,group B,high school,standard,none,62,70,68,divorced,sometimes,yes,4,school_bus,05-Oct
700,female,group E,some high school,standard,none,70,71,66,married,sometimes,yes,2,school_bus,05-Oct
701,female,group D,some high school,standard,completed,84,89,95,single,regularly,yes,1,school_bus,05-Oct
702,female,group D,some college,free/reduced,none,57,65,69,divorced,never,no,2,private,< 5
703,female,group D,associate's degree,free/reduced,none,66,82,83,single,regularly,no,2,school_bus,05-Oct
704,male,group D,bachelor's degree,standard,completed,92,100,100,married,sometimes,,,private,05-Oct
705,female,group C,bachelor's degree,standard,completed,75,82,80,married,never,yes,1,school_bus,05-Oct
706,male,group D,some high school,free/reduced,none,62,54,48,married,sometimes,yes,0,private,> 10
707,male,group D,high school,standard,none,55,54,52,divorced,regularly,no,,private,05-Oct
708,male,group B,some college,free/reduced,none,41,47,45,single,sometimes,no,3,school_bus,< 5
709,male,group B,some college,free/reduced,completed,58,64,56,married,sometimes,no,4,,05-Oct
710,female,group E,associate's degree,standard,none,59,62,63,married,regularly,no,1,school_bus,05-Oct
711,male,group C,some college,free/reduced,completed,69,65,68,divorced,regularly,yes,4,school_bus,< 5
712,male,group E,some high school,standard,none,77,78,70,single,regularly,no,2,,05-Oct
713,male,group D,some college,standard,none,83,74,71,married,regularly,yes,1,school_bus,< 5
714,female,group E,some college,standard,none,64,69,67,divorced,sometimes,yes,3,school_bus,05-Oct
715,female,group B,some college,free/reduced,completed,34,55,56,,sometimes,yes,,school_bus,05-Oct
716,male,group D,high school,standard,none,67,53,56,divorced,regularly,yes,0,private,> 10
717,female,group C,some high school,standard,none,78,87,89,married,regularly,yes,4,school_bus,05-Oct
718,male,group C,high school,standard,none,49,49,42,married,regularly,no,2,private,05-Oct
719,male,group B,some college,standard,none,71,63,62,married,never,yes,0,school_bus,05-Oct
720,male,group B,high school,standard,completed,63,62,62,single,regularly,no,7,private,< 5
721,male,group D,high school,standard,completed,77,78,78,single,,no,2,school_bus,05-Oct
722,female,group D,high school,standard,completed,68,91,90,married,sometimes,yes,3,school_bus,05-Oct
723,male,group D,associate's degree,free/reduced,completed,72,81,82,married,regularly,yes,1,school_bus,05-Oct
724,female,group B,bachelor's degree,standard,none,65,60,56,married,sometimes,yes,5,private,< 5
725,male,group C,bachelor's degree,free/reduced,none,50,46,44,married,never,yes,2,private,05-Oct
726,male,group B,bachelor's degree,standard,none,45,36,43,divorced,never,yes,3,school_bus,05-Oct
727,male,group D,high school,standard,completed,94,89,83,single,regularly,yes,0,private,< 5
728,male,group C,some high school,free/reduced,none,51,56,49,divorced,never,yes,2,school_bus,< 5
729,male,group C,associate's degree,free/reduced,none,60,60,50,married,never,yes,0,school_bus,< 5
730,female,group D,high school,free/reduced,none,61,75,73,married,sometimes,yes,4,school_bus,05-Oct
731,male,group D,some college,standard,none,76,72,70,single,sometimes,yes,1,,< 5
732,male,group D,some college,standard,completed,97,97,98,married,sometimes,yes,0,school_bus,< 5
733,female,group D,some high school,free/reduced,none,68,80,76,single,regularly,yes,3,school_bus,05-Oct
734,female,group D,high school,standard,none,75,83,87,divorced,sometimes,no,2,private,
735,male,group C,high school,standard,completed,69,69,66,married,regularly,yes,5,school_bus,> 10
736,male,group A,high school,standard,completed,71,64,67,single,regularly,yes,2,school_bus,> 10
737,female,group C,master's degree,free/reduced,completed,81,98,98,married,sometimes,yes,0,school_bus,05-Oct
738,female,group C,associate's degree,standard,completed,77,79,83,married,sometimes,yes,1,school_bus,< 5
739,female,group B,bachelor's degree,free/reduced,completed,74,79,84,divorced,regularly,yes,2,school_bus,> 10
740,female,group D,high school,standard,none,54,76,73,married,sometimes,no,2,school_bus,05-Oct
741,female,group E,some high school,free/reduced,none,70,74,69,single,sometimes,no,4,private,05-Oct
742,male,group B,some college,free/reduced,completed,70,64,66,divorced,regularly,yes,0,school_bus,< 5
743,female,group C,high school,free/reduced,none,62,67,62,married,sometimes,yes,3,,05-Oct
744,male,group D,some college,standard,completed,77,73,69,divorced,regularly,yes,,school_bus,05-Oct
745,male,group B,some high school,standard,none,46,40,39,married,regularly,no,1,private,05-Oct
746,male,group C,associate's degree,free/reduced,none,62,54,52,married,sometimes,yes,5,school_bus,05-Oct
747,male,group C,some college,standard,completed,81,81,82,divorced,sometimes,no,1,school_bus,< 5
748,female,group E,some high school,standard,completed,79,86,90,married,never,yes,4,private,05-Oct
749,male,group D,some college,free/reduced,none,52,59,50,single,regularly,no,4,private,05-Oct
750,male,group D,associate's degree,standard,none,58,43,43,single,regularly,yes,1,,05-Oct
751,female,group B,some high school,standard,completed,83,86,92,married,regularly,no,1,private,< 5
752,female,group C,master's degree,standard,none,83,89,84,married,regularly,yes,1,school_bus,05-Oct
753,male,group B,some college,free/reduced,none,66,77,69,married,never,yes,3,private,05-Oct
754,female,group D,some high school,free/reduced,none,27,38,35,married,sometimes,no,3,private,> 10
755,female,group C,bachelor's degree,free/reduced,none,60,77,75,married,never,no,4,private,> 10
756,female,group C,associate's degree,standard,completed,84,85,94,married,regularly,yes,2,private,< 5
757,female,group C,some high school,standard,none,33,40,41,married,regularly,yes,5,private,05-Oct
758,male,group A,some college,free/reduced,none,69,69,62,married,regularly,no,,school_bus,05-Oct
759,male,group D,some college,standard,completed,71,68,68,,regularly,yes,3,,< 5
760,male,group B,associate's degree,standard,none,73,66,60,,sometimes,yes,0,private,< 5
761,female,group D,associate's degree,standard,completed,92,85,96,married,sometimes,yes,3,private,> 10
762,female,group D,high school,standard,completed,84,92,84,married,sometimes,yes,1,private,05-Oct
763,male,group D,master's degree,standard,none,86,69,76,married,never,no,1,private,05-Oct
764,male,group E,associate's degree,standard,completed,68,60,61,married,sometimes,no,1,school_bus,05-Oct
765,male,group C,master's degree,free/reduced,completed,62,66,68,,never,yes,2,,< 5
766,male,group A,associate's degree,standard,none,70,68,71,divorced,sometimes,no,5,private,05-Oct
767,female,group B,bachelor's degree,standard,completed,66,80,85,married,never,yes,5,school_bus,05-Oct
768,female,group E,some high school,standard,none,78,77,76,divorced,regularly,yes,0,school_bus,05-Oct
769,male,group C,associate's degree,standard,none,92,77,80,married,regularly,no,,private,< 5
770,male,group A,some college,free/reduced,none,55,58,50,divorced,regularly,yes,1,school_bus,< 5
771,male,group E,master's degree,free/reduced,none,91,87,81,married,sometimes,yes,3,,05-Oct
772,male,group D,high school,standard,none,76,73,69,married,sometimes,yes,1,private,< 5
773,female,group E,some high school,standard,none,54,59,62,married,regularly,yes,3,school_bus,> 10
774,female,group C,associate's degree,free/reduced,completed,84,95,91,single,regularly,no,4,school_bus,05-Oct
775,male,group C,some college,free/reduced,none,62,63,59,single,regularly,yes,1,school_bus,05-Oct
776,male,group C,associate's degree,standard,completed,96,93,95,divorced,regularly,yes,3,school_bus,05-Oct
777,male,group D,high school,free/reduced,completed,70,67,70,divorced,sometimes,no,3,school_bus,05-Oct
778,male,group B,some college,standard,none,60,56,44,,sometimes,yes,0,school_bus,05-Oct
779,male,group B,some high school,standard,none,71,71,71,single,sometimes,yes,3,school_bus,< 5
780,male,group D,some college,standard,none,88,79,74,divorced,sometimes,yes,2,private,> 10
781,female,group E,some college,standard,none,53,57,58,married,never,no,1,private,> 10
782,male,group C,associate's degree,free/reduced,completed,77,71,71,divorced,regularly,yes,4,school_bus,05-Oct
783,female,group E,associate's degree,free/reduced,none,68,78,76,married,regularly,yes,1,private,> 10
784,male,group C,high school,free/reduced,none,66,59,62,married,regularly,yes,,private,05-Oct
785,female,group D,some high school,standard,completed,48,54,62,married,regularly,yes,3,private,> 10
786,male,group B,bachelor's degree,standard,none,100,92,87,married,sometimes,yes,1,school_bus,< 5
787,female,group E,some high school,free/reduced,none,83,88,83,married,regularly,no,4,school_bus,05-Oct
788,female,group A,associate's degree,standard,completed,71,79,79,married,sometimes,no,2,,05-Oct
789,male,group D,some high school,standard,none,62,63,57,divorced,regularly,yes,1,private,05-Oct
790,male,group B,bachelor's degree,standard,none,78,72,69,married,regularly,yes,0,private,05-Oct
791,female,group E,some college,standard,none,100,97,98,married,regularly,no,2,school_bus,05-Oct
792,female,group C,bachelor's degree,standard,none,58,67,69,married,sometimes,no,4,private,< 5
793,male,group C,some high school,standard,none,74,79,75,single,sometimes,yes,3,private,< 5
794,female,group D,high school,free/reduced,none,48,59,63,,sometimes,yes,1,private,05-Oct
795,male,group B,some high school,standard,none,69,66,62,married,sometimes,yes,1,school_bus,05-Oct
796,male,group B,some college,standard,none,79,60,60,divorced,regularly,yes,0,school_bus,05-Oct
797,female,group C,some high school,standard,none,49,49,56,single,regularly,yes,2,private,05-Oct
798,male,group B,associate's degree,free/reduced,completed,63,67,63,single,never,yes,1,private,05-Oct
799,female,group D,master's degree,free/reduced,none,75,91,85,married,sometimes,no,2,private,05-Oct
800,female,group E,associate's degree,free/reduced,none,79,90,84,married,never,yes,3,private,05-Oct
801,male,group A,high school,standard,none,50,46,39,married,sometimes,,0,,05-Oct
802,male,group D,associate's degree,free/reduced,none,65,54,57,married,regularly,yes,4,school_bus,05-Oct
803,female,group B,some high school,free/reduced,none,45,53,50,married,sometimes,yes,3,,05-Oct
804,female,group C,some high school,standard,none,52,68,67,divorced,regularly,yes,1,,< 5
805,female,group E,associate's degree,standard,none,82,90,91,married,sometimes,no,3,,05-Oct
806,female,group C,some high school,standard,completed,34,43,45,single,regularly,yes,3,private,05-Oct
807,male,group E,high school,standard,none,76,64,58,married,regularly,yes,,private,05-Oct
808,female,group C,high school,standard,completed,85,98,94,married,regularly,no,3,school_bus,> 10
809,female,group C,some college,standard,none,60,68,70,single,regularly,yes,3,private,05-Oct
810,male,group C,high school,standard,completed,66,56,53,married,never,no,3,private,05-Oct
811,male,group D,some college,free/reduced,none,48,52,46,married,regularly,yes,4,school_bus,05-Oct
812,male,group C,bachelor's degree,standard,none,82,78,76,married,sometimes,no,3,school_bus,05-Oct
813,female,group E,some college,standard,completed,61,63,66,married,regularly,yes,1,,
814,male,group C,associate's degree,standard,none,69,64,66,married,sometimes,yes,2,school_bus,
815,male,group D,bachelor's degree,standard,none,73,72,71,divorced,regularly,yes,7,private,05-Oct
816,male,group D,some high school,standard,none,56,62,59,divorced,regularly,yes,2,school_bus,< 5
817,male,group B,associate's degree,free/reduced,none,66,79,71,single,sometimes,no,2,school_bus,
818,female,group D,some college,free/reduced,completed,75,79,82,single,never,yes,3,school_bus,< 5
819,female,group D,some high school,standard,none,53,58,58,divorced,regularly,yes,2,school_bus,05-Oct
820,female,group D,master's degree,free/reduced,none,80,93,87,divorced,regularly,yes,,private,05-Oct
821,female,group C,associate's degree,standard,none,73,65,75,married,regularly,no,6,school_bus,> 10
822,female,group C,associate's degree,standard,none,57,79,71,married,sometimes,yes,1,school_bus,< 5
823,female,group B,bachelor's degree,standard,completed,85,95,100,single,sometimes,yes,2,school_bus,05-Oct
824,male,group D,some high school,free/reduced,none,55,50,50,married,regularly,yes,3,school_bus,< 5
825,male,group E,high school,standard,none,55,32,29,married,regularly,yes,1,school_bus,05-Oct
826,male,group B,associate's degree,free/reduced,none,56,54,49,single,sometimes,yes,2,school_bus,05-Oct
827,female,group C,associate's degree,standard,none,66,73,70,single,sometimes,yes,1,school_bus,> 10
828,female,group D,some high school,standard,none,69,72,69,married,never,yes,3,private,05-Oct
829,female,group E,some high school,standard,none,93,96,86,divorced,sometimes,yes,5,school_bus,05-Oct
830,female,group D,some high school,standard,none,77,82,79,married,regularly,yes,4,,05-Oct
831,male,group D,bachelor's degree,standard,completed,75,72,70,single,sometimes,yes,1,private,> 10
832,male,group C,high school,free/reduced,none,33,26,29,married,never,yes,7,private,> 10
833,male,group D,high school,standard,completed,78,82,74,married,regularly,no,2,school_bus,05-Oct
834,male,group C,high school,standard,none,43,44,40,married,never,yes,5,school_bus,> 10
835,female,group D,master's degree,free/reduced,completed,76,82,86,single,regularly,yes,0,private,< 5
836,female,group B,some college,free/reduced,none,66,68,65,married,regularly,yes,,private,05-Oct
837,male,group C,bachelor's degree,free/reduced,none,73,73,62,married,sometimes,yes,3,,05-Oct
838,male,group E,bachelor's degree,standard,completed,93,86,91,single,sometimes,no,2,school_bus,> 10
839,male,group D,high school,standard,none,87,87,86,single,sometimes,no,4,school_bus,< 5
840,male,group D,some college,standard,none,82,72,71,single,regularly,yes,2,,> 10
841,male,group C,some college,standard,completed,96,89,84,married,regularly,yes,0,school_bus,05-Oct
842,male,group D,high school,free/reduced,none,42,41,38,married,regularly,yes,1,school_bus,> 10
843,male,group E,master's degree,free/reduced,none,80,72,71,married,regularly,yes,5,school_bus,05-Oct
844,female,group B,bachelor's degree,standard,none,68,71,72,married,sometimes,yes,2,private,05-Oct
845,male,group C,high school,standard,completed,72,80,72,married,regularly,yes,2,,05-Oct
846,male,group C,some college,standard,completed,82,84,78,single,never,no,3,private,> 10
847,male,group A,high school,standard,completed,85,83,76,single,sometimes,no,2,private,05-Oct
848,male,group D,high school,free/reduced,completed,52,48,50,married,regularly,no,4,private,05-Oct
849,male,group D,master's degree,standard,none,70,73,71,married,sometimes,no,1,private,05-Oct
850,male,group B,associate's degree,standard,none,72,66,62,single,,yes,3,school_bus,05-Oct
851,female,group C,some high school,standard,none,62,75,75,divorced,sometimes,yes,0,school_bus,05-Oct
852,female,group B,high school,standard,completed,63,76,72,married,never,yes,0,private,< 5
853,male,group B,associate's degree,free/reduced,completed,69,77,68,married,,yes,3,school_bus,05-Oct
854,female,group E,some college,free/reduced,none,68,81,80,married,never,no,1,private,05-Oct
855,male,group E,bachelor's degree,standard,completed,98,100,94,single,never,yes,3,school_bus,
856,male,group E,some high school,free/reduced,completed,81,63,67,married,never,yes,5,school_bus,05-Oct
857,male,group D,associate's degree,free/reduced,none,78,73,73,single,never,no,5,school_bus,< 5
858,male,group D,some college,standard,none,67,65,64,single,regularly,no,4,private,> 10
